,Tri_grams,Frequency
3116,"('PSP', 'JJ', 'V_VM_VF')",1
3117,"('V_VM_VINF', 'N_NST', 'PSP')",1
3118,"('V_VM_VINF', 'V_VM_VNF', 'JJ')",1
3119,"('QT_QTO', 'RB', 'V_VM_VNF')",1
3120,"('CC_CCD', 'N_NN', 'DM_DMR')",1
3121,"('RP_INTF', 'JJ', 'QT_QTF')",1
3122,"('N_NST', 'QT_QTF', 'RB')",1
3123,"('DM_DMR', 'RB', 'JJ')",1
3124,"('RP_NEG', 'PR_PRP', 'RB')",1
3125,"('V_VM_VNF', 'PSP', 'CC_CCD')",1
3126,"('DM_DMQ', 'RD_PUNC', 'QT_QTC')",1
3127,"('RB', 'RP_RPD', 'PR_PRP')",1
3128,"('RB', 'RD_SYM', 'PR_PRP')",1
3129,"('V_VAUX', 'QT_QTC', 'N_NN')",1
3130,"('JJ', 'V_VM_VINF', 'QT_QTF')",1
3131,"('QT_QTC', 'RP_RPD', 'JJ')",1
3132,"('V_VM_VNF', 'RP_NEG', 'RB')",1
3133,"('RP_NEG', 'RB', 'V_VM_VF')",1
3134,"('N_NST', 'RP_INTF', 'V_VM_VNF')",1
3135,"('DM_DMD', 'N_NST', 'JJ')",1
3136,"('CC_CCD', 'CC_CCD', 'JJ')",1
3137,"('N_NN', 'RB', 'RP_INTF')",1
3138,"('RB', 'RP_INTF', 'N_NN')",1
3139,"('N_NNP', 'QT_QTC', 'N_NNP')",1
3140,"('RB', 'RD_PUNC', 'N_NST')",1
3141,"('N_NST', 'RB', 'RB')",1
3142,"('JJ', 'JJ', 'QT_QTC')",1
3143,"('N_NNP', 'RD_PUNC', 'QT_QTF')",1
3144,"('QT_QTC', 'PSP', 'DM_DMR')",1
3145,"('V_VM_VINF', 'V_VM_VNF', 'N_NST')",1
3146,"('RP_RPD', 'DM_DMR', 'QT_QTC')",1
3147,"('CC_CCD', 'V_VM_VNF', 'N_NST')",1
3148,"('N_NNP', 'N_NN', 'DM_DMR')",1
3149,"('RD_PUNC', 'QT_QTF', 'JJ')",1
3150,"('RP_INTF', 'V_VM_VNF', 'V_VM_VINF')",1
3151,"('RP_INTF', 'N_NN', 'RP_NEG')",1
3152,"('QT_QTF', 'N_NNP', 'RD_PUNC')",1
3153,"('RP_INTF', 'RB', 'JJ')",1
3154,"('V_VM_VNG', 'V_VM_VNF', 'RB')",1
3155,"('JJ', 'RP_RPD', 'RB')",1
3156,"('JJ', 'RD_PUNC', 'N_NNP')",1
3157,"('QT_QTC', 'N_NNP', 'PSP')",1
3158,"('N_NNP', 'PSP', 'PSP')",1
3159,"('PSP', 'PSP', 'V_VM_VF')",1
3160,"('PSP', 'RD_SYM', 'QT_QTC')",1
3161,"('JJ', 'V_VM_VINF', 'N_NST')",1
3162,"('RD_SYM', 'N_NNP', 'DM_DMQ')",1
3163,"('RP_RPD', 'N_NST', 'CC_CCS')",1
3164,"('N_NST', 'CC_CCS', 'QT_QTC')",1
3165,"('V_VM_VNF', 'DM_DMR', 'RB')",1
3166,"('N_NN', 'CC_CCS', 'JJ')",1
3167,"('CC_CCS', 'JJ', 'N_NN')",1
3168,"('RB', 'PR_PRP', 'DM_DMR')",1
3169,"('PSP', 'N_NST', 'RD_PUNC')",1
3170,"('RP_RPD', 'QT_QTC', 'QT_QTC')",1
3171,"('V_VM_VINF', 'N_NST', 'N_NST')",1
3172,"('N_NST', 'N_NST', 'DM_DMR')",1
3173,"('V_VM_VNG', 'N_NN', 'N_NST')",1
3174,"('RP_CL', 'V_VM_VNF', 'V_VM_VNG')",1
3175,"('V_VM_VNG', 'RP_RPD', 'V_VM_VNF')",1
3176,"('N_NST', 'N_NST', 'RP_RPD')",1
3177,"('N_NST', 'RP_RPD', 'DM_DMQ')",1
3178,"('QT_QTF', 'V_VM_VNF', 'QT_QTC')",1
3179,"('V_VM_VNG', 'N_NN', 'CC_CCS_UT')",1
3180,"('QT_QTC', 'RP_CL', 'DM_DMR')",1
3181,"('RP_CL', 'DM_DMR', 'N_NN')",1
3182,"('V_VAUX', 'QT_QTC', 'RD_PUNC')",1
3183,"('V_VAUX', 'N_NST', 'V_VM_VNF')",1
3184,"('V_VM_VNG', 'QT_QTC', 'RD_PUNC')",1
3185,"('RP_NEG', 'JJ', 'PR_PRP')",1
3186,"('RP_NEG', 'QT_QTC', 'RP_CL')",1
3187,"('N_NN', 'RP_INTF', 'RP_CL')",1
3188,"('RP_INTF', 'RP_CL', 'N_NN')",1
3189,"('RP_INTF', 'RP_CL', 'N_NNP')",1
3190,"('V_VM_VNG', 'V_VM_VNF', 'CC_CCS_UT')",1
3191,"('RD_PUNC', 'RD_PUNC', 'RP_INTF')",1
3192,"('DM_DMQ', 'V_VM_VINF', 'N_NST')",1
3193,"('N_NNP', 'N_NNP', 'DM_DMQ')",1
3194,"('RP_NEG', 'N_NN', 'V_VM_VINF')",1
3195,"('PR_PRP', 'RD_PUNC', 'QT_QTF')",1
3196,"('RD_PUNC', 'N_NST', 'RP_RPD')",1
3197,"('N_NST', 'RP_RPD', 'RB')",1
3198,"('DM_DMQ', 'V_VM_VNF', 'RB')",1
3199,"('RD_SYM', 'N_NN', 'RP_NEG')",1
3200,"('QT_QTC', 'QT_QTC', 'V_VM_VNG')",1
3201,"('QT_QTC', 'V_VM_VNG', 'V_VM_VF')",1
3202,"('V_VM_VNF', 'QT_QTF', 'QT_QTC')",1
3203,"('DM_DMD', 'N_NN', 'RP_NEG')",1
3204,"('RD_PUNC', 'JJ', 'RP_RPD')",1
3205,"('N_NNP', 'RP_NEG', 'RD_PUNC')",1
3206,"('N_NNP', 'RP_NEG', 'QT_QTC')",1
3207,"('RB', 'DM_DMD', 'RB')",1
3208,"('N_NST', 'RB', 'QT_QTF')",1
3209,"('QT_QTC', 'N_NST', 'JJ')",1
3210,"('DM_DMQ', 'PR_PRP', 'V_VM_VNG')",1
3211,"('V_VM_VNG', 'V_VM_VNF', 'CC_CCD')",1
3212,"('QT_QTF', 'RP_CL', 'PR_PRP')",1
3213,"('RP_CL', 'PR_PRP', 'N_NST')",1
3214,"('CC_CCS', 'RD_PUNC', 'N_NNP')",1
3215,"('QT_QTO', 'N_NN', 'PR_PRP')",1
3216,"('N_NST', 'DM_DMD', 'RB')",1
3217,"('N_NNP', 'QT_QTC', 'V_VM_VF')",1
3218,"('V_VM_VINF', 'V_VM_VNF', 'DM_DMD')",1
3219,"('V_VM_VNF', 'PR_PRP', 'RP_NEG')",1
3220,"('QT_QTF', 'RB', 'N_NNP')",1
3221,"('RD_SYM', 'CC_CCD', 'RB')",1
3222,"('N_NN', 'JJ', 'DM_DMQ')",1
3223,"('JJ', 'DM_DMQ', 'N_NN')",1
3224,"('V_VM_VNF', 'DM_DMQ', 'JJ')",1
3225,"('RD_PUNC', 'N_NN', 'RD_UNK')",1
3226,"('N_NN', 'PR_PRL', 'PR_PRP')",1
3227,"('PR_PRL', 'PR_PRP', 'V_VM_VNF')",1
3228,"('RP_RPD', 'N_NN', 'QT_QTO')",1
3229,"('RP_RPD', 'JJ', 'RB')",1
3230,"('N_NN', 'RD_SYM', 'QT_QTO')",1
3231,"('CC_CCD', 'RB', 'JJ')",1
3232,"('RD_PUNC', 'RD_SYM', 'QT_QTF')",1
3233,"('PSP', 'N_NST', 'QT_QTC')",1
3234,"('RD_PUNC', 'QT_QTF', 'DM_DMQ')",1
3235,"('QT_QTF', 'DM_DMQ', 'N_NN')",1
3236,"('RB', 'RP_RPD', 'JJ')",1
3237,"('RP_RPD', 'JJ', 'RP_RPD')",1
3238,"('RP_NEG', 'RD_PUNC', 'V_VM_VF')",1
3239,"('DM_DMQ', 'QT_QTC', 'PR_PRP')",1
3240,"('QT_QTC', 'PR_PRP', 'V_VM_VNF')",1
3241,"('PSP', 'N_NST', 'DM_DMQ')",1
3242,"('RB', 'CC_CCD', 'RB')",1
3243,"('DM_DMQ', 'CC_CCD', 'DM_DMQ')",1
3244,"('QT_QTF', 'QT_QTC', 'RD_PUNC')",1
3245,"('V_VAUX', 'RD_PUNC', 'N_NNP')",1
3246,"('QT_QTF', 'RB', 'DM_DMR')",1
3247,"('RB', 'DM_DMR', 'V_VM_VINF')",1
3248,"('QT_QTF', 'DM_DMR', 'N_NST')",1
3249,"('CC_CCS_UT', 'N_NN', 'PSP')",1
3250,"('PSP', 'DM_DMQ', 'RP_RPD')",1
3251,"('RD_PUNC', 'RD_PUNC', 'PR_PRL')",1
3252,"('N_NNP', 'DM_DMQ', 'JJ')",1
3253,"('DM_DMQ', 'JJ', 'JJ')",1
3254,"('RB', 'PR_PRP', 'JJ')",1
3255,"('RP_RPD', 'PR_PRP', 'QT_QTF')",1
3256,"('RB', 'RD_SYM', 'RB')",1
3257,"('RB', 'RD_SYM', 'V_VM_VNF')",1
3258,"('JJ', 'RD_PUNC', 'RD_PUNC')",1
3259,"('RD_SYM', 'V_VM_VNF', 'PR_PRP')",1
3260,"('N_NN', 'PR_PRL', 'N_NN')",1
3261,"('QT_QTC', 'CC_CCD', 'PR_PRP')",1
3262,"('RP_CL', 'V_VM_VNF', 'CC_CCD')",1
3263,"('QT_QTF', 'RP_CL', 'V_VM_VINF')",1
3264,"('RP_CL', 'V_VM_VINF', 'N_NN')",1
3265,"('DM_DMQ', 'DM_DMQ', 'RP_RPD')",1
3266,"('DM_DMD', 'RB', 'QT_QTC')",1
3267,"('RB', 'QT_QTC', 'JJ')",1
3268,"('PR_PRP', 'V_VM_VINF', 'DM_DMR')",1
3269,"('V_VM_VINF', 'DM_DMR', 'JJ')",1
3270,"('DM_DMQ', 'PR_PRP', 'RB')",1
3271,"('V_VM_VINF', 'JJ', 'JJ')",1
3272,"('RB', 'RP_RPD', 'RD_SYM')",1
3273,"('RP_RPD', 'RD_SYM', 'QT_QTF')",1
3274,"('RD_SYM', 'QT_QTF', 'RD_SYM')",1
3275,"('QT_QTF', 'RD_SYM', 'N_NN')",1
3276,"('V_VM_VNF', 'DM_DMQ', 'V_VM_VNG')",1
3277,"('DM_DMQ', 'V_VM_VNG', 'V_VAUX')",1
3278,"('DM_DMQ', 'QT_QTC', 'V_VM_VINF')",1
3279,"('QT_QTC', 'V_VM_VINF', 'RD_SYM')",1
3280,"('V_VM_VINF', 'RD_SYM', 'N_NN')",1
3281,"('RD_SYM', 'N_NN', 'DM_DMR')",1
3282,"('RD_PUNC', 'DM_DMR', 'RP_RPD')",1
3283,"('DM_DMR', 'RP_RPD', 'RP_RPD')",1
3284,"('RP_RPD', 'N_NST', 'QT_QTF')",1
3285,"('RD_PUNC', 'QT_QTF', 'V_VM_VINF')",1
3286,"('QT_QTF', 'V_VM_VINF', 'N_NST')",1
3287,"('V_VM_VNF', 'N_NST', 'DM_DMQ')",1
3288,"('N_NST', 'DM_DMQ', 'QT_QTC')",1
3289,"('RP_NEG', 'PR_PRP', 'V_VM_VNF')",1
3290,"('V_VM_VNG', 'PR_PRP', 'V_VM_VF')",1
3291,"('RP_NEG', 'V_VM_VNF', 'V_VM_VNF')",1
3292,"('RP_RPD', 'PR_PRP', 'V_VM_VINF')",1
3293,"('V_VM_VNF', 'N_NN', 'QT_QTO')",1
3294,"('QT_QTO', 'RB', 'V_VM_VF')",1
3295,"('QT_QTC', 'RD_SYM', 'RP_INTF')",1
3296,"('RD_SYM', 'DM_DMQ', 'RB')",1
3297,"('PR_PRP', 'N_NST', 'RP_RPD')",1
3298,"('N_NST', 'RP_RPD', 'RP_INTF')",1
3299,"('V_VM_VINF', 'RD_PUNC', 'CC_CCD')",1
3300,"('N_NST', 'V_VM_VNG', 'QT_QTF')",1
3301,"('V_VM_VNF', 'V_VM_VINF', 'DM_DMR')",1
3302,"('N_NNP', 'RD_SYM', 'V_VM_VNF')",1
3303,"('RD_SYM', 'V_VM_VNF', 'QT_QTC')",1
3304,"('CC_CCD', 'N_NST', 'PR_PRP')",1
3305,"('V_VM_VINF', 'QT_QTO', 'N_NN')",1
3306,"('N_NNP', 'RP_INTF', 'JJ')",1
3307,"('RP_INTF', 'JJ', 'JJ')",1
3308,"('RP_RPD', 'PR_PRP', 'RP_INTF')",1
3309,"('V_VAUX', 'QT_QTC', 'RD_SYM')",1
3310,"('RP_RPD', 'V_VM_VNF', 'JJ')",1
3311,"('RB', 'RB', 'RD_PUNC')",1
3312,"('JJ', 'V_VM_VINF', 'RD_PUNC')",1
3313,"('N_NN', 'RP_NEG', 'V_VM_VNG')",1
3314,"('RP_NEG', 'V_VM_VNG', 'PSP')",1
3315,"('V_VM_VNG', 'PSP', 'JJ')",1
3316,"('QT_QTC', 'RD_PUNC', 'CC_CCS_UT')",1
3317,"('V_VM_VNG', 'CC_CCD', 'V_VM_VF')",1
3318,"('RB', 'DM_DMQ', 'QT_QTC')",1
3319,"('N_NN', 'PR_PRP', 'DM_DMR')",1
3320,"('N_NN', 'RD_SYM', 'RP_NEG')",1
3321,"('RD_SYM', 'RP_NEG', 'N_NN')",1
3322,"('RP_NEG', 'N_NN', 'JJ')",1
3323,"('RD_SYM', 'RB', 'V_VM_VF')",1
3324,"('PSP', 'RD_PUNC', 'N_NST')",1
3325,"('QT_QTC', 'RD_PUNC', 'RP_RPD')",1
3326,"('QT_QTC', 'RP_NEG', 'N_NN')",1
3327,"('QT_QTC', 'RP_NEG', 'QT_QTC')",1
3328,"('RD_PUNC', 'DM_DMQ', 'DM_DMQ')",1
3329,"('N_NST', 'V_VM_VNG', 'V_VM_VNF')",1
3330,"('RB', 'PSP', 'RD_PUNC')",1
3331,"('QT_QTC', 'V_VM_VINF', 'N_NST')",1
3332,"('V_VAUX', 'CC_CCD', 'RB')",1
3333,"('CC_CCD', 'RB', 'RD_PUNC')",1
3334,"('V_VM_VNF', 'V_VAUX', 'DM_DMR')",1
3335,"('V_VAUX', 'DM_DMR', 'N_NN')",1
3336,"('RD_SYM', 'RB', 'RP_NEG')",1
3337,"('RP_NEG', 'V_VM_VNF', 'RD_SYM')",1
3338,"('V_VM_VINF', 'RD_PUNC', 'N_NST')",1
3339,"('RD_PUNC', 'CC_CCD', 'V_VM_VINF')",1
3340,"('V_VM_VINF', 'RD_PUNC', 'DM_DMQ')",1
3341,"('N_NN', 'QT_QTC', 'N_NNPNN')",1
3342,"('RP_NEG', 'RD_PUNC', 'DM_DMD')",1
3343,"('', 'N_NN', 'RD_PUNC')",1
3344,"('CC_CCD', 'N_NN', 'RD_UNK')",1
3345,"('N_NN', 'RD_UNK', 'RD_UNK')",1
3346,"('CC_CCD', 'RD_UNK', 'QT_QTC')",1
3347,"('RD_UNK', 'QT_QTC', 'RD_PUNC')",1
3348,"('V_VM_VNG', 'N_NN', 'N_NNP')",1
3349,"('RB', 'V_VM_VINF', 'DM_DMR')",1
3350,"('', 'N_NNP', 'N_NNP')",1
3351,"('RB', 'RB', 'V_VM_VNG')",1
3352,"('RB', 'V_VM_VNG', 'RB')",1
3353,"('V_VM_VNG', 'N_NN', 'DM_DMQ')",1
3354,"('N_NN', 'N_NN', 'RP_NEGRD_PUNC')",1
3355,"('N_NN', 'V_VM_VNG', 'CC_CCS_UT')",1
3356,"('V_VM_VNG', 'CC_CCS_UT', 'N_NN')",1
3357,"('JJ', 'N_NST', 'V_VM_VNF')",1
3358,"('N_NN', 'V_VM_VF', 'CC_CCD')",1
3359,"('N_NN', 'PR_PRP', 'RD_UNK')",1
3360,"('PR_PRP', 'RD_UNK', 'N_NN')",1
3361,"('RD_UNK', 'N_NN', 'V_VM_VF')",1
3362,"('N_NN', 'V_VM_VF', 'RD_UNK')",1
3363,"('V_VM_VF', 'RD_UNK', 'N_NN')",1
3364,"('N_NN', 'QT_QTC', 'RD_ECH')",1
3365,"('QT_QTC', 'RD_ECH', 'RP_NEG')",1
3366,"('RD_ECH', 'RP_NEG', 'RD_PUNC')",1
3367,"('V_VM_VNF', 'N_NNP', 'QT_QTF')",1
3368,"('N_NNP', 'QT_QTF', 'RP_CL')",1
3369,"('N_NN', 'DM_DMQ', 'N_NNP')",1
3370,"('DM_DMQ', 'N_NNP', 'N_NN')",1
3371,"('DM_DMR', 'N_NST', 'QT_QTF')",1
3372,"('PSP', 'RP_RPD', 'V_VM_VNF')",1
3373,"('N_NN', 'V_VM_VF', 'RP_INJ')",1
3374,"('V_VM_VF', 'RP_INJ', 'RD_PUNC')",1
3375,"('N_NN', 'V_VM_VF', 'V_VAUX')",1
3376,"('V_VM_VF', 'V_VAUX', 'RD_PUNC')",1
3377,"('V_VM_VNG', 'RP_RPD', 'N_NNP')",1
3378,"('PSP', 'V_VM_VNG', 'CC_CCS_UT')",1
3379,"('V_VM_VNG', 'CC_CCS_UT', 'QT_QTF')",1
3380,"('CC_CCS_UT', 'QT_QTF', 'RB')",1
3381,"('DM_DMQ', 'V_VM_VNF', 'QT_QTC')",1
3382,"('V_VM_VNF', 'V_VAUX', 'RP_INTF')",1
3383,"('V_VAUX', 'RP_INTF', 'RD_PUNC')",1
3384,"('RP_INTF', 'RD_PUNC', 'RB')",1
3385,"('N_NN', 'V_VM_VNF', 'RD_ECH')",1
3386,"('V_VM_VNF', 'RD_ECH', 'V_VM_VNF')",1
3387,"('RD_ECH', 'V_VM_VNF', 'V_VM_VNF')",1
3388,"('RP_RPD', 'QT_QTC', 'V_VM_VF')",1
3389,"('V_VM_VF', 'RD_PUNC', 'N_NST')",1
3390,"('RP_RPD', 'V_VM_VNG', 'V_VM_VF')",1
3391,"('V_VM_VINF', 'RB', 'V_VM_VNG')",1
3392,"('V_VM_VNG', 'N_NST', 'N_NN')",1
3393,"('DM_DMD', 'RD_PUNC', 'PR_PRP')",1
3394,"('N_NST', 'QT_QTF', 'JJ')",1
3395,"('QT_QTF', 'PR_PRP', 'RD_PUNC')",1
3396,"('PR_PRP', 'V_VM_VF', 'PR_PRP')",1
3397,"('V_VM_VF', 'PR_PRP', 'V_VM_VF')",1
3398,"('PR_PRP', 'V_VM_VF', 'CC_CCD')",1
3399,"('JJ', 'V_VM_VNF', 'RB')",1
3400,"('PR_PRP', 'DM_DMQ', 'QT_QTC')",1
3401,"('DM_DMD', 'N_NST', 'DM_DMD')",1
3402,"('N_NN', 'RP_RPD', 'CC_CCD')",1
3403,"('RP_RPD', 'CC_CCD', 'N_NN')",1
3404,"('N_NN', 'V_VM_VNF', 'PR_PRL')",1
3405,"('V_VM_VNF', 'PR_PRL', 'DM_DMD')",1
3406,"('PR_PRL', 'DM_DMD', 'N_NN')",1
3407,"('RP_RPD', 'RP_INTF', 'PR_PRP')",1
3408,"('RP_INTF', 'PR_PRP', 'PR_PRP')",1
3409,"('RP_CL', 'N_NN', 'RP_INTF')",1
3410,"('V_VAUX', 'PSP', 'N_NN')",1
3411,"('V_VM_VNG', 'RD_PUNC', 'DM_DMQ')",1
3412,"('N_NST', 'N_NST', 'PSP')",1
3413,"('V_VM_VNG', 'RP_RPD', 'N_NST')",1
3414,"('RP_RPD', 'N_NST', 'V_VM_VF')",1
3415,"('N_NST', 'V_VM_VINF', 'DM_DMR')",1
3416,"('RD_PUNC', 'PR_PRP', 'DM_DMR')",1
3417,"('QT_QTF', 'RD_PUNC', 'PR_PRP')",1
3418,"('RB', 'N_NN', 'RP_INTF')",1
3419,"('V_VM_VNG', 'QT_QTF', 'V_VM_VF')",1
3420,"('CC_CCS_UT', 'V_VM_VNF', 'RB')",1
3421,"('PSP', 'DM_DMQ', 'V_VM_VF')",1
3422,"('JJ', 'PR_PRP', 'QT_QTO')",1
3423,"('QT_QTO', 'N_NN', 'V_VM_VNG')",1
3424,"('N_NNP', 'RP_RPD', 'RD_PUNC')",1
3425,"('V_VM_VINF', 'RB', 'PSP')",1
3426,"('RP_RPD', 'V_VM_VNF', 'RB')",1
3427,"('CC_CCD', 'N_NST', 'RP_RPD')",1
3428,"('RD_PUNC', 'DM_DMD', 'V_VM_VINF')",1
3429,"('PR_PRP', 'DM_DMD', 'JJ')",1
3430,"('DM_DMD', 'JJ', 'QT_QTF')",1
3431,"('PR_PRP', 'DM_DMQ', 'N_NST')",1
3432,"('PR_PRP', 'N_NST', 'RD_PUNC')",1
3433,"('QT_QTF', 'PR_PRP', 'V_VM_VNF')",1
3434,"('RD_PUNC', 'PSP', 'RP_INTF')",1
3435,"('PSP', 'RP_INTF', 'V_VM_VF')",1
3436,"('RD_PUNC', 'PR_PRP', 'RD_SYM')",1
3437,"('PR_PRP', 'RD_SYM', 'N_NST')",1
3438,"('RD_PUNC', 'CC_CCD', 'RD_SYM')",1
3439,"('CC_CCD', 'RD_SYM', 'N_NN')",1
3440,"('N_NN', 'DM_DMD', 'V_VM_VF')",1
3441,"('DM_DMD', 'V_VM_VF', 'RD_PUNC')",1
3442,"('DM_DMQ', 'QT_QTF', 'N_NN')",1
3443,"('RP_CL', 'V_VM_VNF', 'V_VAUX')",1
3444,"('QT_QTF', 'RP_CL', 'V_VM_VNG')",1
3445,"('RP_CL', 'V_VM_VNG', 'V_VM_VNF')",1
3446,"('V_VM_VINF', 'N_NST', 'DM_DMQ')",1
3447,"('N_NST', 'DM_DMQ', 'RP_CL')",1
3448,"('DM_DMQ', 'RP_CL', 'N_NN')",1
3449,"('PR_PRP', 'V_VM_VNG', 'PSP')",1
3450,"('V_VAUX', 'N_NST', 'V_VM_VF')",1
3451,"('N_NST', 'PR_PRP', 'DM_DMR')",1
3452,"('RD_SYM', 'RD_PUNC', 'RB')",1
3453,"('RD_PUNC', 'CC_CCD', 'N_NST')",1
3454,"('CC_CCD', 'N_NST', 'RD_PUNC')",1
3455,"('N_NST', 'DM_DMQ', 'DM_DMQ')",1
3456,"('N_NNP', 'CC_CCS_UT', 'PSP')",1
3457,"('CC_CCS_UT', 'PSP', 'V_VM_VF')",1
3458,"('RB', 'RD_PUNC', 'QT_QTO')",1
3459,"('RD_PUNC', 'QT_QTO', 'QT_QTO')",1
3460,"('QT_QTO', 'QT_QTO', 'V_VM_VF')",1
3461,"('QT_QTO', 'V_VM_VF', 'RD_PUNC')",1
3462,"('V_VAUX', 'N_NST', 'N_NN')",1
3463,"('PSP', 'RD_SYM', 'N_NST')",1
3464,"('RD_SYM', 'N_NST', 'CC_CCD')",1
3465,"('N_NST', 'CC_CCD', 'N_NN')",1
3466,"('V_VM_VNG', 'RD_PUNC', 'PSP')",1
3467,"('RB', 'V_VM_VNG', 'QT_QTC')",1
3468,"('QT_QTC', 'RB', 'PSP')",1
3469,"('N_NST', 'RB', 'JJ')",1
3470,"('RP_RPD', 'DM_DMD', 'JJ')",1
3471,"('DM_DMD', 'RB', 'RP_RPD')",1
3472,"('RB', 'RP_RPD', 'RP_RPD')",1
3473,"('RP_RPD', 'RP_RPD', 'RD_PUNC')",1
3474,"('N_NN', 'DM_DMQ', 'RD_SYM')",1
3475,"('DM_DMQ', 'RD_SYM', 'V_VM_VNF')",1
3476,"('CC_CCS', 'N_NNP', 'N_NN')",1
3477,"('V_VM_VNG', 'DM_DMQ', 'V_VM_VF')",1
3478,"('RP_CL', 'PR_PRP', 'RD_PUNC')",1
3479,"('V_VM_VNF', 'DM_DMR', 'RD_PUNC')",1
3480,"('DM_DMR', 'RD_PUNC', 'V_VM_VINF')",1
3481,"('RP_RPD', 'RD_PUNC', 'CC_CCS')",1
3482,"('RD_PUNC', 'RP_INTF', 'V_VM_VF')",1
3483,"('RD_SYM', 'RD_PUNC', 'DM_DMR')",1
3484,"('QT_QTF', 'V_VM_VNF', 'DM_DMQ')",1
3485,"('N_NNP', 'RP_RPD', 'DM_DMD')",1
3486,"('PSP', 'V_VM_VINF', 'DM_DMR')",1
3487,"('V_VM_VNF', 'RD_SYM', 'CC_CCD')",1
3488,"('RD_SYM', 'CC_CCD', 'PR_PRP')",1
3489,"('PR_PRP', 'RD_PUNC', 'PSP')",1
3490,"('V_VM_VNF', 'V_VM_VNG', 'V_VAUX')",1
3491,"('PSP', 'V_VM_VINF', 'N_NST')",1
3492,"('CC_CCS_UT', 'PR_PRP', 'RD_PUNC')",1
3493,"('PR_PRP', 'PSP', 'RP_RPD')",1
3494,"('RD_PUNC', 'PR_PRL', 'DM_DMQ')",1
3495,"('PR_PRL', 'DM_DMQ', 'DM_DMR')",1
3496,"('PR_PRP', 'DM_DMQ', 'RP_RPD')",1
3497,"('RD_PUNC', 'N_NST', 'JJ')",1
3498,"('RB', 'RD_PUNC', 'DM_DMR')",1
3499,"('V_VAUX', 'RP_RPD', 'RD_PUNC')",1
3500,"('N_NST', 'V_VM_VNG', 'DM_DMQ')",1
3501,"('CC_CCS', 'RD_PUNC', 'N_NST')",1
3502,"('N_NST', 'RP_RPD', 'JJ')",1
3503,"('RP_RPD', 'JJ', 'JJ')",1
3504,"('V_VM_VNF', 'DM_DMQ', 'PR_PRP')",1
3505,"('CC_CCD', 'V_VM_VNF', 'JJ')",1
3506,"('V_VM_VNF', 'V_VM_VNG', 'N_NST')",1
3507,"('CC_CCS_UT', 'RP_RPD', 'PR_PRP')",1
3508,"('N_NST', 'DM_DMD', 'RD_PUNC')",1
3509,"('RB', 'PSP', 'QT_QTC')",1
3510,"('N_NST', 'V_VM_VNG', 'RP_RPD')",1
3511,"('N_NN', 'PR_PRP', 'RD_SYM')",1
3512,"('PR_PRP', 'RD_SYM', 'PR_PRP')",1
3513,"('RD_SYM', 'PR_PRP', 'JJ')",1
3514,"('N_NST', 'RD_SYM', 'V_VM_VF')",1
3515,"('RB', 'RB', 'V_VM_VINF')",1
3516,"('RB', 'V_VM_VINF', 'V_VM_VF')",1
3517,"('RD_PUNC', 'RB', 'N_NST')",1
3518,"('RB', 'N_NST', 'RD_PUNC')",1
3519,"('N_NST', 'N_NST', 'RD_PUNC')",1
3520,"('RD_PUNC', 'DM_DMQ', 'V_VM_VF')",1
3521,"('RD_SYM', 'PR_PRP', 'RD_PUNC')",1
3522,"('RD_SYM', 'N_NN', 'CC_CCS')",1
3523,"('RD_SYM', 'PR_PRP', 'QT_QTC')",1
3524,"('QT_QTC', 'RD_SYM', 'DM_DMD')",1
3525,"('RD_SYM', 'DM_DMD', 'N_NST')",1
3526,"('V_VM_VINF', 'DM_DMQ', 'QT_QTC')",1
3527,"('CC_CCS_UT', 'V_VM_VNF', 'DM_DMR')",1
3528,"('RD_PUNC', 'RP_NEG', 'N_NN')",1
3529,"('QT_QTF', 'V_VM_VNF', 'PR_PRP')",1
3530,"('V_VM_VNF', 'RP_NEG', 'V_VM_VNF')",1
3531,"('N_NST', 'N_NNP', 'PR_PRP')",1
3532,"('N_NNP', 'PR_PRP', 'DM_DMD')",1
3533,"('RP_NEG', 'PR_PRP', 'QT_QTF')",1
3534,"('V_VM_VNF', 'RP_NEG', 'V_VM_VF')",1
3535,"('N_NN', 'RP_NEG', 'N_NST')",1
3536,"('RP_NEG', 'N_NST', 'V_VM_VF')",1
3537,"('RD_PUNC', 'RD_SYM', 'RP_INTF')",1
3538,"('RP_INTF', 'RB', 'RD_SYM')",1
3539,"('RD_PUNC', 'RP_INJ', 'N_NNP')",1
3540,"('RP_INJ', 'N_NN', 'N_NST')",1
3541,"('V_VM_VNG', 'RP_RPD', 'RD_PUNC')",1
3542,"('RP_NEG', 'QT_QTC', 'RP_NEG')",1
3543,"('QT_QTC', 'RP_NEG', 'RD_PUNC')",1
3544,"('RP_NEG', 'RD_PUNC', 'DM_DMR')",1
3545,"('V_VM_VNF', 'QT_QTO', 'PSP')",1
3546,"('QT_QTO', 'PSP', 'V_VM_VNF')",1
3547,"('PSP', 'V_VM_VNF', 'QT_QTO')",1
3548,"('RD_SYM', 'DM_DMQ', 'DM_DMD')",1
3549,"('V_VAUX', 'RP_RPD', 'RD_SYM')",1
3550,"('N_NST', 'RD_SYM', 'V_VM_VNF')",1
3551,"('QT_QTC', 'V_VM_VNF', 'RD_SYM')",1
3552,"('V_VM_VNF', 'RP_RPD', 'RD_SYM')",1
